gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,avg_monthly_spend_ratio,support_score,streaming_count,is_high_value,engagement_score,churn_probability
-0.00053518993,-0.034260772,0.01584378,-0.10204706,-0.19064316,-0.039615497,-0.04268402,0.027510347,0.006899247,-0.0042767343,0.028523287,-0.032802075,-0.067304835,-0.12526253,-0.37052587,-0.22872373,-0.9952748,-0.079347916,-0.35672134,-0.0075506526,-0.2365325,-0.38861042,0.07932951,0.0009790433,-0.1502432,0.003965047,-0.018133692,-0.48168045,0.05606606,-0.2073876,-0.0007203236,0.0069253654,0.021159237
-0.0041539203,-0.022026302,-0.0056658243,0.02778974,0.26773888,-0.02561763,0.091145,0.073622,0.013428563,-0.0075020734,0.0650725,-0.021016382,-0.02673132,0.1162897,-0.15081023,0.16968168,0.64573795,-0.014375024,0.0630167,0.0028857982,0.25403255,0.07843797,-0.0014004464,-0.0044504856,0.2509603,0.0014986708,0.01571018,0.90878415,0.09238533,-0.080674626,-0.0012617838,-0.0014010416,0.94642866
0.00084931287,-0.030603908,-0.0135611715,0.02156302,-0.105400756,-0.029206816,-0.042518303,0.059772514,0.008189633,0.00790146,-0.13960761,-0.023599055,-0.026597703,0.10626132,0.07300874,-0.14123602,0.46776327,-0.033548377,0.05527441,-0.0043899836,-0.40175506,0.07816324,0.0013105889,0.000759157,0.25806597,0.0042189034,-0.03565284,-0.40050852,-0.035843752,-0.08200118,-0.0012617838,-0.0042554694,0.4236283
-0.0019130702,0.19627352,-0.011082981,0.031446673,-0.17727461,-0.04283891,-0.049691938,0.018082514,0.0064134216,-0.0030344771,0.028456751,-0.039209068,-0.07957355,-0.11625422,-0.50817615,-0.23512079,-0.9952748,-0.07868088,-0.35700837,-0.009441481,-0.20020851,-0.4168643,-0.0040991167,-0.00559736,-0.15086643,-0.0012564331,-0.018133692,-0.403477,0.03395788,-0.21175018,-0.0007203236,0.0036738012,0.024157807
0.0025622144,-0.024653576,0.0075704553,0.026933622,0.18958326,-0.032665946,0.117939934,0.06441113,0.030445246,0.022882042,0.035158563,0.039959796,-0.02279063,0.14976,0.064551115,0.07079322,0.6283102,-0.021004083,0.0637717,0.003234196,0.23531996,0.10509671,0.0003273443,0.0006757373,0.22325435,0.0007970896,0.01571018,0.37721244,-0.006504574,-0.024392959,0.0012981314,-0.0006924272,0.9202248
-0.0027755625,-0.022730995,-0.0063583693,0.020353666,-0.081525475,-0.030279705,-0.036996342,0.05954963,0.0065968065,-0.0042767343,0.039332498,-0.03095523,-0.052522413,0.08786593,-0.13034603,0.08157768,0.533344,-0.015260261,0.07292342,0.0008258063,0.31202218,0.07680284,-0.0022359001,-0.0019531252,-0.19793914,0.004257016,-0.020766744,-0.3132067,0.12514101,-0.107041694,-0.0012617838,0.002143052,0.61416507
-8.8055735e-05,-0.029978361,0.009284249,0.024068177,0.12826459,-0.038770076,-0.085575186,0.03985897,0.009173011,-0.0075020734,0.032630477,-0.0321163,-0.03574673,0.108403094,-0.15753515,0.03974144,0.53346115,-0.019453097,0.07399299,-0.00038958143,-0.39693102,-0.73071796,-0.0152652925,-0.0017554217,-0.1839579,-0.02797465,0.011666397,0.2022179,0.067711875,-0.101276346,-0.0012617838,0.0019448125,0.38146713
0.014647669,-0.038869143,-0.0135611715,0.021871483,-0.03993645,-0.02183617,-0.032693878,-0.14864582,0.006776128,-0.009548129,-0.10370319,0.029651796,-0.082669005,-0.199681,-0.18086596,0.09366091,-0.88049805,0.13436635,0.0788721,-0.0030692965,-0.2589598,0.074890375,0.0022584489,-0.005301048,0.26526684,0.0010072883,-0.018133692,-0.22060676,-0.07669833,-0.05975026,-0.0022597408,-0.010249824,0.17026974
0.008977047,-0.024543453,-0.00038716447,0.044466868,0.07949029,-0.02298651,-0.07076281,-0.13900627,-0.028816812,0.018246867,-0.0704414,0.019612094,0.021828946,0.08815841,0.2922339,0.14915344,0.530628,-0.040290482,0.04741326,0.003234196,0.3254493,0.07726562,-0.0020630057,-0.0036868306,0.16183287,0.0008431269,0.014451931,0.19012773,-0.28345066,0.10742485,0.0076438896,0.0047737737,0.8330462
-0.004202394,-0.022168802,-0.0053745727,0.02519065,0.13849086,-0.025276488,0.12035681,0.06354066,0.012560273,-0.0062524555,0.032654807,-0.031389926,-0.036456477,0.12395873,-0.10482649,0.048629086,0.6124163,-0.014003519,0.061200034,0.0012704796,0.3225822,0.091408856,-0.0027380586,-0.0044504856,0.26048774,0.00339455,0.01571018,0.14621472,0.089255325,-0.09836906,-0.0012617838,-0.0011189845,0.8712418
3.2454263e-06,-0.025421042,-0.0135611715,0.028708493,0.07895908,-0.028687162,-0.101269715,0.053862028,-0.027214022,-0.011523848,-0.12816934,0.022412878,-0.023888765,0.11229736,-0.18334149,0.014785964,0.52333474,-0.035968315,0.058926314,-0.017539432,-0.44934842,0.09033625,0.0003273443,-0.0012954681,0.24892408,0.00088981254,0.011666397,0.08596627,-0.0565459,-0.0322581,-0.0012617838,-0.00409402,0.5721339
-0.0061453283,-0.024018493,0.014616449,-0.09918347,-0.23568875,-0.03776989,-0.040134326,0.02788044,0.007299479,-0.0030344771,0.020312415,-0.03273393,-0.12824577,0.07297812,-0.43516034,-0.23080385,-0.87763363,0.06532653,0.087036595,-0.0023954913,-0.21839082,-0.47955388,0.003736945,-0.00681409,-0.14125928,0.003965047,-0.013660374,-0.6930945,0.050473787,-0.25963968,-0.0012617838,-0.00023996597,0.028953416
-0.0049346453,-0.027198473,-0.0046523926,0.019570304,0.0051399264,-0.031998713,0.07124356,0.053298514,0.009928371,-0.0042767343,0.037966583,-0.02892554,-0.052522413,-0.21108352,-0.09534464,-0.17616434,0.5502089,-0.016747344,0.069270164,-0.0052041607,0.31883878,0.07427795,0.018453974,-0.005553007,-0.20593417,0.003215546,-0.016539186,-0.30266833,0.09343612,-0.107670724,-0.0007203236,-0.0006580478,0.53160846
0.0016827883,-0.041905414,-0.010268778,0.029583378,-0.15196198,-0.04001136,0.035373535,0.03549559,0.0069572944,-0.0042767343,0.034795627,-0.04414465,-0.07957355,-0.1686064,-0.33688143,-0.31287697,-0.96136206,-0.07756663,-0.3395381,-0.0072996654,-0.24656746,-0.4110266,0.0017824265,-0.0026551413,-0.1569247,-0.026851054,-0.018133692,-0.39811435,0.043518096,-0.21187595,-0.0007203236,-0.0005547179,0.022754855
-0.011892228,-0.023100825,0.010917179,-0.11581195,0.25174817,-0.028066311,0.09182885,-0.24800824,0.039731562,0.022882042,0.051397305,0.020884601,0.010004738,0.10223573,0.28942537,0.13382772,0.55959916,-0.03522764,0.06406851,0.0052849576,0.25598174,0.063484,0.0005471462,-0.0033745037,0.2224571,0.00065773795,0.01571018,0.8057195,-0.060229603,0.086411744,0.0076438896,0.020061709,0.937459
-0.00031783234,-0.036778685,-0.0063583693,0.024066864,0.14477113,-0.034124054,-0.075547956,0.03379593,0.011960703,-0.0075020734,0.031496078,-0.030086609,-0.03574673,-0.21275191,-0.2018557,0.039202265,0.5363252,-0.021306261,0.071935855,-0.0037634526,-0.38854963,-0.67219985,-0.023101352,-0.00251579,-0.16178516,-0.02797465,0.01731373,0.14706673,0.0542962,-0.10084107,-0.0007203236,0.007728147,0.30505976
-0.0014556585,-0.028723048,-0.006513477,-0.06871662,0.17384386,-0.016185641,-0.08811342,0.053061478,0.0048814095,-0.016643587,-0.116702415,-0.020098522,-0.020106288,0.10079588,-0.059944242,0.05932316,0.5251905,-0.025513541,0.07924744,-0.0058979164,-0.4342411,0.09462718,0.000547503,-0.0038761168,-0.2084352,-0.027160332,0.011666397,0.3078019,-0.016330047,-0.06719172,-0.0012617838,-0.002337719,0.5685871
-0.0012452818,-0.039726317,-0.0062531615,-0.065952964,0.23558573,-0.03224142,-0.036053278,-0.23361634,0.009504553,-0.01678163,0.03633277,-0.018339682,-0.018337684,-0.17866237,-0.040096663,0.04985185,0.60429204,-0.022784658,0.07561543,-0.0014984724,-0.35011938,0.06833924,0.00017486108,-0.008081329,-0.19024865,-0.027160332,0.01731373,0.7678342,-0.026687237,-0.060528953,-0.0022597408,0.00098953,0.64329827
-0.0019321012,-0.02103184,-0.0063583693,0.028901203,0.08465931,-0.031174242,-0.1066168,0.054207504,0.01390956,-0.0062524555,0.0347001,0.03928536,-0.040410154,0.08466814,-0.02359841,0.04429508,0.6075109,-0.017043184,0.078257784,0.0031492573,0.3244566,0.08888896,0.016224083,-0.0021527575,-0.20850614,0.0006749749,0.01571018,0.13195802,0.12295237,-0.014971737,-0.0012617838,-0.0012982145,0.8009676
0.0069405995,-0.03190821,0.007979916,-0.05874237,-0.084559426,-0.035157688,-0.037309892,-0.18568121,0.004907126,0.0038965445,0.029937083,-0.019809147,0.10366608,0.08220625,-0.18723819,-0.021563917,-0.78594345,0.14681688,0.11312329,-0.006879053,-0.25488305,0.07722852,0.0012390643,0.0035783732,-0.1588358,0.0034078744,-0.013660374,-0.24860318,-0.033209365,-0.06939662,-0.0074298615,-0.009711203,0.17292407
0.025907008,-0.021875007,0.014370329,-0.088624656,-0.09712761,-0.019410254,0.094338045,-0.19781795,-0.008910078,-0.009577213,0.017633382,-0.036729213,-0.11227485,0.07852431,-0.0983746,-0.12122455,-1.0363797,0.056211703,0.07626287,-0.005922495,0.18649025,0.06796846,-0.024149124,-0.0035095871,-0.17281845,0.0055707647,-0.009956456,-0.40954044,-0.018291598,-0.22624788,-0.0074298615,-0.017038478,0.11718082
-0.015753806,-0.040496785,0.02377019,-0.17191692,-0.10871801,0.11579342,-0.01982052,0.048477884,0.00054586167,-0.010427773,-0.19201855,0.026900064,-0.10964741,-0.175736,-0.10662244,-0.053876474,-0.89091974,0.09832672,0.09802157,0.0038591493,-0.24122272,0.08719435,0.000383731,0.0016982048,-0.15889814,-0.017326474,-0.018133692,-0.24891534,-0.033539962,-0.056406386,-0.0007203236,0.0030654848,0.11279235
-0.00053518993,-0.037651457,0.008428222,-0.10204706,-0.060178414,-0.03838074,-0.055419378,0.03167425,0.006899247,-0.0042767343,0.03925513,-0.028132048,-0.073228456,-0.14565824,-0.46245024,0.092547715,-0.9952748,-0.07887855,-0.35883957,-0.0072996654,-0.23000082,-0.4168643,-0.0040991167,0.0007794114,-0.1295243,-0.026851054,-0.018133692,-0.5108099,0.0656171,-0.14747,-0.0007203236,0.0075785886,0.027135715
