gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,avg_monthly_spend_ratio,support_score,streaming_count,is_high_value,engagement_score,charge_per_tenure,high_risk_combo,contract_stability,has_any_protection,fiber_monthly_combo,payment_risk,total_services,loyalty_index
0,0,0,0,49,1,1,0,1,1,0,1,1,1,103.7,5036.3,1,1,0,0,0,1,0,1,0,0,0,3,0.0205864252675044,2,2,1,6,2.074,0,0,1,1,0,6,0.4680038204393505
0,0,0,0,25,1,0,1,0,1,1,1,1,1,105.5,2686.05,0,1,0,0,0,1,0,0,0,1,0,2,0.0392623881208016,3,2,1,6,4.0576923076923075,0,0,1,1,0,6,0.2347417840375587
1,0,1,1,69,1,1,1,1,1,1,1,1,0,113.25,7895.15,0,0,0,1,0,1,0,0,1,0,0,3,0.0143424327045458,4,2,1,8,1.6178571428571429,0,2,1,0,0,8,0.6039387308533917
1,0,0,0,52,1,0,0,0,0,0,0,0,0,20.65,1022.95,0,0,1,0,0,0,1,0,0,0,1,3,0.0201670003418135,0,0,0,1,0.38962264150943393,0,1,0,0,0,1,2.401847575057737
0,0,0,1,71,1,1,1,0,1,0,1,1,0,106.7,7382.25,0,0,0,1,0,1,0,1,0,0,0,3,0.0144516303795753,2,2,1,6,1.4819444444444445,0,2,1,0,0,6,0.659238625812442
1,0,1,1,10,1,0,0,0,1,1,0,0,0,55.2,528.35,1,1,0,0,1,0,0,0,1,0,0,0,0.1042788325304618,2,0,0,3,5.0181818181818185,0,0,1,0,0,3,0.1779359430604982
1,0,0,0,21,1,0,0,1,1,0,0,1,1,90.05,1862.9,0,1,0,0,0,1,0,0,0,1,0,1,0.0483126777187617,2,1,1,4,4.093181818181818,0,0,1,1,1,4,0.23064250411861614
0,1,0,0,1,0,0,0,0,1,0,0,1,1,39.65,39.65,1,1,0,0,1,0,0,0,0,1,0,0,0.97539975399754,1,1,0,2,19.825,0,0,1,0,1,2,0.024600246002460024
0,0,1,0,12,1,0,0,0,0,0,0,0,0,19.8,202.25,0,0,1,0,0,0,1,1,0,0,0,0,0.0974169741697417,0,0,0,1,1.5230769230769232,0,1,0,0,0,1,0.5769230769230769
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.15,20.15,1,1,0,0,0,0,1,0,0,0,1,0,0.9527186761229316,0,0,0,1,10.075,0,0,0,0,0,1,0.047281323877068564
1,0,1,0,58,1,1,0,1,0,1,0,0,1,59.9,3505.1,0,0,0,1,1,0,0,0,1,0,0,3,0.017084509854254,2,0,0,4,1.0152542372881355,0,2,1,0,0,4,0.9523809523809524
0,0,1,1,49,1,0,1,1,0,1,0,0,0,59.6,2970.3,0,1,0,0,1,0,0,0,1,0,0,3,0.0200585602261636,3,0,0,4,1.192,0,0,1,0,0,4,0.8085808580858086
1,0,0,0,30,1,0,1,1,0,0,0,0,1,55.3,1530.6,0,1,0,0,1,0,0,1,0,0,0,2,0.0361060329067641,2,0,0,3,1.7838709677419353,0,0,1,0,0,3,0.5328596802841918
0,0,1,1,47,1,1,0,1,0,0,1,1,1,99.35,4749.15,1,1,0,0,0,1,0,0,0,1,0,2,0.0209151289959264,1,2,1,5,2.0697916666666667,0,0,1,1,1,5,0.4683607374190334
0,0,1,1,1,0,0,0,1,0,0,0,0,0,30.2,30.2,1,1,0,0,1,0,0,0,0,1,0,0,0.967948717948718,1,0,0,1,15.1,0,0,1,0,1,1,0.032051282051282055
0,0,1,0,72,1,1,1,1,1,1,1,1,1,90.25,6369.45,0,0,0,1,1,0,0,0,1,0,0,3,0.0141669740756147,4,2,1,8,1.2363013698630136,0,2,1,0,0,8,0.7890410958904109
1,0,0,1,17,1,0,0,0,0,0,1,1,1,64.7,1093.1,1,1,0,0,1,0,0,0,0,0,1,1,0.0591353623983182,0,2,0,3,3.5944444444444446,0,0,0,0,0,3,0.258751902587519
1,1,1,0,71,1,1,1,1,1,1,0,0,1,96.35,6766.95,0,0,0,1,0,1,0,0,1,0,0,3,0.0142362162841037,4,0,1,6,1.3381944444444445,0,2,1,0,0,6,0.7293271700051361
0,1,1,0,2,1,0,0,0,1,0,1,1,1,95.5,181.65,0,1,0,0,0,1,0,0,1,0,0,0,0.5228579249931563,1,2,1,4,31.833333333333332,1,0,1,1,0,4,0.02072538860103627
1,0,1,1,27,1,0,1,1,1,1,0,0,0,66.15,1874.45,0,0,1,0,1,0,0,0,0,0,1,2,0.0352715348316404,4,0,0,5,2.3625000000000003,0,1,1,0,0,5,0.40208488458674607
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.2,20.2,0,1,0,0,0,0,1,1,0,0,0,0,0.9528301886792452,0,0,0,1,10.1,0,0,0,0,0,1,0.04716981132075472
0,1,0,0,1,1,0,0,0,0,0,0,0,0,45.25,45.25,0,1,0,0,1,0,0,1,0,0,0,0,0.9783783783783784,0,0,0,1,22.625,0,0,0,0,0,1,0.021621621621621623
1,0,1,1,72,1,1,1,1,0,1,1,0,0,99.9,7251.7,0,0,0,1,0,1,0,1,0,0,0,3,0.0137741806499648,3,1,1,6,1.3684931506849316,0,2,1,0,0,6,0.7135777998017839
0,0,0,0,5,1,0,0,0,0,0,0,0,1,69.7,316.9,1,1,0,0,0,1,0,0,0,1,0,0,0.2192513368983957,0,0,0,1,11.616666666666667,0,0,0,1,1,1,0.07072135785007072
1,0,0,0,46,1,0,0,0,1,0,0,0,1,74.8,3548.3,0,1,0,0,0,1,0,0,1,0,0,2,0.0210745780858197,1,0,0,2,1.5914893617021275,0,0,1,1,0,2,0.6068601583113457
0,0,0,0,34,1,1,0,1,1,0,1,1,1,106.35,3549.25,1,1,0,0,0,1,0,0,0,1,0,2,0.0299556369269769,2,2,1,6,3.0385714285714283,0,0,1,1,1,6,0.31672100605496045
1,0,0,0,11,1,1,0,0,1,0,1,1,1,97.85,1105.4,1,1,0,0,0,1,0,1,0,0,0,0,0.088439985538684,1,2,1,5,8.154166666666667,1,0,1,1,0,5,0.11127971674253921
0,0,1,1,10,1,0,0,1,0,0,0,0,0,49.55,475.7,0,0,1,0,1,0,0,0,0,0,1,0,0.1039437801552339,1,0,0,2,4.504545454545454,0,1,1,0,0,2,0.19782393669634027
1,0,1,1,70,1,1,1,1,0,0,1,0,1,69.2,4872.35,0,0,0,1,1,0,0,0,1,0,0,3,0.014199677839679,2,1,0,5,0.9746478873239437,0,2,1,0,0,5,0.9971509971509971
1,0,1,1,17,1,0,0,0,0,0,0,0,0,20.75,418.25,0,0,1,0,0,0,1,0,0,0,1,1,0.0494931425163983,0,0,0,1,1.1527777777777777,0,1,0,0,0,1,0.7816091954022989
1,0,0,0,63,1,1,1,1,1,1,1,0,1,79.85,4861.45,0,0,0,1,1,0,0,0,1,0,0,3,0.0164217626916472,4,1,0,7,1.24765625,0,2,1,0,0,7,0.7792207792207793
1,0,1,0,13,1,1,1,1,0,1,1,0,1,76.2,981.45,0,1,0,0,1,0,0,0,0,1,0,1,0.0775611990432083,3,1,0,6,5.442857142857143,0,0,1,0,0,6,0.16839378238341968
1,0,0,0,49,1,1,0,0,0,0,0,1,1,84.5,3906.7,0,1,0,0,0,1,0,0,0,1,0,3,0.0216239731811551,0,1,0,3,1.69,0,0,0,1,1,3,0.5730994152046783
0,0,0,0,2,1,0,0,1,0,0,0,0,0,49.25,97.0,0,1,0,0,1,0,0,0,0,0,1,0,0.5025510204081632,1,0,0,2,16.416666666666668,0,0,1,0,0,2,0.03980099502487562
1,0,0,0,2,1,0,0,0,0,0,1,0,1,80.65,144.15,1,1,0,0,0,1,0,0,0,1,0,0,0.555632104719256,0,1,0,2,26.883333333333336,1,0,0,1,1,2,0.02449479485609308
0,0,0,0,52,1,1,1,0,0,1,1,1,1,79.75,4217.8,0,0,0,1,1,0,0,0,1,0,0,3,0.0189034796624632,2,2,0,6,1.5047169811320755,0,2,1,0,0,6,0.6439628482972136
1,0,1,1,69,1,1,1,0,1,1,0,0,1,64.15,4254.1,0,0,0,1,1,0,0,0,1,0,0,3,0.0150760264153603,3,0,0,5,0.9164285714285715,0,2,1,0,0,5,1.059094397544129
1,1,0,0,43,1,1,0,1,0,0,1,0,1,90.25,3838.75,0,1,0,0,0,1,0,0,0,1,0,2,0.0235041343837489,1,1,1,4,2.0511363636363638,0,0,1,1,1,4,0.4712328767123288
1,0,0,0,15,1,0,1,1,0,0,1,1,1,99.1,1426.4,1,1,0,0,0,1,0,0,1,0,0,1,0.0694269300826677,2,2,1,5,6.19375,0,0,1,1,0,5,0.14985014985014986
1,1,1,0,25,1,1,1,0,0,1,1,0,1,69.5,1752.65,0,1,0,0,1,0,0,0,1,0,0,2,0.0396316254668833,2,1,0,5,2.673076923076923,0,0,1,0,0,5,0.3546099290780142
1,1,1,0,8,1,1,0,1,0,0,0,0,1,80.65,633.3,1,1,0,0,0,1,0,0,1,0,0,0,0.1271480372063692,1,0,0,3,8.961111111111112,1,0,1,1,0,3,0.09797917942437231
1,1,1,1,60,1,0,1,1,1,1,0,1,1,74.85,4456.35,0,0,1,0,1,0,0,0,1,0,0,3,0.0167924888106161,4,1,0,6,1.2270491803278687,0,1,1,0,0,6,0.7910349373764008
0,1,0,0,18,1,1,0,0,0,0,1,1,1,95.45,1752.55,1,1,0,0,0,1,0,0,0,1,0,1,0.0544324370562573,0,2,1,4,5.023684210526316,0,0,0,1,1,4,0.18662519440124417
1,0,1,1,63,1,1,1,0,0,0,1,1,1,99.65,6311.2,0,0,1,0,0,1,0,0,1,0,0,3,0.0157868888818478,1,2,1,5,1.55703125,0,1,1,0,0,5,0.6259314456035767
0,1,1,1,66,1,1,0,1,1,1,1,1,1,108.45,7076.35,0,0,1,0,0,1,0,0,0,1,0,3,0.0153235321130084,3,2,1,7,1.6186567164179104,0,1,1,0,1,7,0.6030150753768844
1,0,1,1,34,1,1,0,0,0,0,0,0,0,24.95,894.3,0,0,0,1,0,0,1,0,1,0,0,2,0.0278677538255333,0,0,0,2,0.7128571428571429,0,2,0,0,0,2,1.3102119460500963
1,0,0,0,72,1,1,0,0,1,1,1,1,1,107.5,7853.7,0,0,0,1,0,1,0,0,1,0,0,3,0.013686073306428,2,2,1,6,1.4726027397260273,0,2,1,0,0,6,0.663594470046083
1,0,1,0,47,1,1,0,0,1,0,1,1,1,100.5,4707.1,0,1,0,0,0,1,0,0,0,1,0,2,0.0213461906076761,1,2,1,5,2.09375,0,0,1,1,1,5,0.4630541871921182
0,0,0,0,60,1,1,0,1,0,0,1,0,1,89.9,5450.7,0,1,0,0,0,1,0,1,0,0,0,3,0.0164902690903754,1,1,1,4,1.4737704918032788,0,0,1,1,0,4,0.6600660066006601
0,0,1,0,72,0,0,1,1,1,0,0,0,0,42.1,2962.0,0,0,0,1,1,0,0,1,0,0,0,3,0.014208572392845,3,0,0,3,0.5767123287671233,0,2,1,0,0,3,1.6705336426914152
1,0,1,1,18,1,0,0,0,1,1,0,0,1,54.4,957.1,0,0,1,0,1,0,0,0,1,0,0,1,0.0567790418536687,2,0,0,3,2.863157894736842,0,1,1,0,0,3,0.3249097472924188
1,0,0,0,9,1,1,0,0,0,0,1,1,0,94.4,857.25,1,1,0,0,0,1,0,0,0,1,0,0,0.1099912612875036,0,2,1,4,9.440000000000001,1,0,0,1,1,4,0.09433962264150943
1,0,0,0,3,1,0,0,1,0,1,1,1,1,75.3,244.1,0,1,0,0,1,0,0,0,0,1,0,0,0.3072215422276622,2,2,0,5,18.825,1,0,1,0,1,5,0.039318479685452164
0,0,1,0,47,1,1,0,1,0,0,0,0,1,78.9,3650.35,0,0,1,0,0,1,0,0,0,1,0,2,0.0216084461911347,1,0,0,3,1.64375,0,1,1,0,1,3,0.588235294117647
1,0,0,0,31,1,0,0,1,1,1,1,1,0,79.2,2497.2,0,0,0,1,1,0,0,0,0,0,1,2,0.031702826034745,3,2,0,6,2.475,0,2,1,0,0,6,0.38653366583541143
1,0,1,1,50,1,0,0,0,0,0,0,0,0,20.15,930.9,0,0,0,1,0,0,1,1,0,0,0,3,0.021622491683657,0,0,0,1,0.39509803921568626,0,2,0,0,0,1,2.364066193853428
0,0,0,0,10,1,0,1,0,1,0,0,0,1,79.85,887.35,0,1,0,0,0,1,0,0,0,0,1,0,0.0898857432318342,2,0,0,3,7.259090909090909,1,0,1,1,0,3,0.12368583797155226
0,0,0,0,1,1,0,0,0,0,1,0,0,0,49.05,49.05,0,1,0,0,1,0,0,0,0,0,1,0,0.98001998001998,1,0,0,2,24.525,0,0,1,0,0,2,0.01998001998001998
1,0,1,1,52,1,0,0,0,0,0,0,0,1,20.4,1090.65,0,0,1,0,0,0,1,0,0,1,0,3,0.0186873082031786,0,0,0,1,0.38490566037735846,0,1,0,0,1,1,2.429906542056075
0,1,1,1,64,1,1,1,0,1,1,1,1,1,111.6,7099.0,0,0,0,1,0,1,0,1,0,0,0,3,0.0157183098591549,3,2,1,7,1.7169230769230768,0,2,1,0,0,7,0.5683836589698047
0,0,1,1,62,1,1,0,0,0,0,0,0,1,24.25,1424.6,0,0,0,1,0,0,1,1,0,0,0,3,0.0170103815937149,0,0,0,2,0.38492063492063494,0,2,0,0,0,2,2.4554455445544554
1,0,0,1,3,1,0,1,0,0,1,0,1,1,64.5,177.4,0,1,0,0,1,0,0,1,0,0,0,0,0.3615470852017937,2,1,0,4,16.125,0,0,1,0,0,4,0.04580152671755725
1,1,0,0,56,1,1,1,1,1,0,1,1,0,110.5,6139.5,0,0,1,0,0,1,0,0,0,1,0,3,0.0179952772575523,3,2,1,7,1.9385964912280702,0,1,1,0,0,7,0.5022421524663677
1,0,0,0,46,1,0,0,0,0,0,0,1,0,55.65,2688.85,0,0,1,0,1,0,0,0,1,0,0,2,0.0206888859973604,0,1,0,2,1.1840425531914893,0,1,0,0,0,2,0.8120035304501324
1,0,1,1,8,1,0,1,1,0,0,0,0,0,54.65,482.25,0,1,0,0,1,0,0,0,0,0,1,0,0.1130884635281945,2,0,0,3,6.072222222222222,0,0,1,0,0,3,0.14375561545372867
0,1,0,0,30,1,0,1,1,0,0,1,1,1,74.75,2111.3,0,1,0,0,1,0,0,0,0,1,0,2,0.0353879657245656,2,2,0,5,2.411290322580645,0,0,1,0,0,5,0.39603960396039606
1,0,1,1,45,1,1,0,0,0,0,0,0,1,25.9,1216.6,0,0,1,0,0,0,1,0,1,0,0,2,0.0212713534822601,0,0,0,2,0.5630434782608695,0,1,0,0,0,2,1.6728624535315986
1,0,0,1,1,1,0,0,0,0,0,1,0,1,79.35,79.35,1,1,0,0,0,1,0,0,0,1,0,0,0.9875544492843809,0,1,0,2,39.675,1,0,0,1,1,2,0.012445550715619168
1,0,1,1,11,0,0,1,0,0,0,1,1,0,50.55,565.35,0,1,0,0,1,0,0,0,0,1,0,0,0.0892557605720844,1,2,0,3,4.2124999999999995,0,0,1,0,0,3,0.21338506304558683
1,0,1,0,7,1,0,0,0,1,0,0,0,1,75.15,496.9,1,1,0,0,0,1,0,1,0,0,0,0,0.1509339224743924,1,0,0,2,9.39375,1,0,1,1,0,2,0.09192383453709782
1,0,0,0,42,1,0,0,1,1,1,1,1,1,103.8,4327.5,0,1,0,0,0,1,0,1,0,0,0,2,0.0239805937391706,3,2,1,6,2.413953488372093,0,0,1,1,0,6,0.40076335877862596
1,0,1,0,49,1,0,0,0,0,0,0,0,1,20.15,973.35,0,0,0,1,0,0,1,1,0,0,0,3,0.0206804536357571,0,0,0,1,0.40299999999999997,0,2,0,0,0,1,2.3167848699763596
0,0,0,0,9,1,1,0,1,0,0,1,1,1,99.3,918.75,0,1,0,0,0,1,0,0,1,0,0,0,0.1079641206849687,1,2,1,5,9.93,1,0,1,1,0,5,0.0897308075772682
1,0,1,0,35,1,0,1,0,0,0,1,0,1,62.15,2215.45,0,0,1,0,1,0,0,1,0,0,0,2,0.0280403347695639,1,1,0,3,1.7263888888888888,0,1,1,0,0,3,0.5542359461599367
1,0,1,1,48,1,0,0,0,0,0,0,0,0,20.65,1057.0,0,0,0,1,0,0,1,1,0,0,0,2,0.0195179584120983,0,0,0,1,0.4214285714285714,0,2,0,0,0,1,2.217090069284065
1,0,1,1,46,1,0,0,0,0,0,0,0,1,19.95,927.1,0,0,0,1,0,0,1,0,0,0,1,2,0.0214955284990841,0,0,0,1,0.42446808510638295,0,2,0,0,0,1,2.1957040572792366
0,0,1,0,29,0,0,0,0,0,0,1,0,0,33.75,1009.25,0,1,0,0,1,0,0,0,0,0,1,2,0.0334075723830735,0,1,0,1,1.125,0,0,0,0,0,1,0.8345323741007195
0,0,1,1,30,1,0,0,1,1,0,0,0,0,82.05,2570.2,0,1,0,0,0,1,0,1,0,0,0,2,0.0319111698817672,2,0,0,3,2.646774193548387,0,0,1,1,0,3,0.3612281757977122
0,1,0,0,1,1,0,0,0,0,1,0,0,0,74.7,74.7,0,1,0,0,0,1,0,0,0,1,0,0,0.9867899603698812,1,0,0,2,37.35,1,0,1,1,1,2,0.01321003963011889
0,0,1,1,66,1,1,1,0,1,1,1,1,1,84.0,5714.25,0,0,0,1,1,0,0,0,0,0,1,3,0.0146975197935348,3,2,0,7,1.2537313432835822,0,2,1,0,0,7,0.7764705882352941
1,0,0,0,65,1,1,1,1,1,0,1,1,1,111.05,7107.0,0,1,0,0,0,1,0,0,1,0,0,3,0.0156232414181204,3,2,1,7,1.6825757575757576,0,0,1,1,0,7,0.5800981704596162
0,0,0,0,72,1,1,0,1,1,0,1,1,1,100.9,7459.05,0,0,0,1,0,1,0,1,0,0,0,3,0.0135253785162297,2,2,1,6,1.382191780821918,0,2,1,0,0,6,0.7065750736015701
1,0,0,0,12,1,1,1,0,0,0,0,0,1,78.95,927.35,1,1,0,0,0,1,0,0,0,1,0,0,0.0850433564927021,1,0,0,3,6.073076923076924,0,0,1,1,0,3,0.15009380863039398
0,0,1,1,71,1,1,1,1,0,1,0,0,1,66.85,4748.7,0,0,1,0,1,0,0,0,1,0,0,3,0.0140745731309345,3,0,0,5,0.9284722222222221,0,1,1,0,0,5,1.0464259395725868
0,0,0,0,5,1,0,0,0,0,0,0,0,0,21.05,113.85,1,1,0,0,0,0,1,0,0,0,1,0,0.1832825424466695,0,0,0,1,3.5083333333333333,0,0,0,0,0,1,0.22675736961451246
0,0,0,0,52,1,0,0,0,0,0,0,0,0,21.0,1107.2,0,0,0,1,0,0,1,1,0,0,0,3,0.0189496480779642,0,0,0,1,0.39622641509433965,0,2,0,0,0,1,2.3636363636363638
1,1,1,0,25,1,0,0,1,1,0,1,1,1,98.5,2514.5,1,1,0,0,0,1,0,0,0,1,0,2,0.0391572252037368,2,2,1,5,3.7884615384615383,0,0,1,1,1,5,0.25125628140703515
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.2,20.2,0,1,0,0,0,0,1,0,0,0,1,0,0.9528301886792452,0,0,0,1,10.1,0,0,0,0,0,1,0.04716981132075472
1,0,1,1,1,1,0,0,0,0,0,0,0,0,19.45,19.45,0,1,0,0,0,0,1,0,0,1,0,0,0.9511002444987776,0,0,0,1,9.725,0,0,0,0,1,1,0.0488997555012225
0,0,0,0,38,1,1,0,0,1,1,1,0,0,95.0,3605.6,0,0,1,0,0,1,0,1,0,0,0,2,0.0263405977929351,2,1,1,5,2.4358974358974357,0,1,1,0,0,5,0.3958333333333333
1,1,1,0,66,0,0,0,1,1,0,1,0,0,45.55,3027.25,0,0,1,0,1,0,0,1,0,0,0,3,0.01504169074548,2,1,0,3,0.6798507462686567,0,1,1,0,0,3,1.4178302900107411
0,0,1,0,68,1,1,0,1,1,1,1,1,1,110.0,7611.85,1,0,0,1,0,1,0,1,0,0,0,3,0.0144492535646965,3,2,1,7,1.5942028985507246,0,2,1,0,0,7,0.6126126126126126
0,0,0,0,5,0,0,0,0,0,0,0,0,0,24.3,100.2,0,1,0,0,1,0,0,0,0,0,1,0,0.2401185770750988,0,0,0,0,4.05,0,0,0,0,0,0,0.1976284584980237
1,0,1,1,72,1,1,1,1,0,0,1,1,1,104.15,7303.05,0,0,1,0,0,1,0,0,0,1,0,3,0.0142592123547894,2,2,1,6,1.4267123287671233,0,1,1,0,0,6,0.6847360912981455
1,0,0,0,32,0,0,1,0,0,0,0,0,0,30.15,927.65,0,0,1,0,1,0,0,0,0,0,1,2,0.0324664836052334,1,0,0,1,0.9136363636363636,0,1,1,0,0,1,1.027287319422151
0,0,0,0,43,1,1,0,0,0,0,1,1,0,94.35,3921.3,0,0,1,0,0,1,0,0,0,0,1,2,0.0240547637865538,0,2,1,4,2.1443181818181816,0,1,0,0,0,4,0.45097011012060834
0,0,1,1,72,1,0,0,0,0,0,0,0,0,19.4,1363.25,0,0,0,1,0,0,1,0,1,0,0,3,0.0142202675462708,0,0,0,1,0.2657534246575342,0,2,0,0,0,1,3.5294117647058827
0,0,1,0,55,1,1,1,1,0,0,1,0,1,96.75,5238.9,1,1,0,0,0,1,0,0,0,1,0,3,0.0184640928261989,2,1,1,5,1.7276785714285714,0,0,1,1,0,5,0.5626598465473146
1,0,0,0,52,1,0,1,0,1,1,0,0,0,57.95,3042.25,0,0,1,0,1,0,0,0,1,0,0,3,0.0190421424463977,3,0,0,4,1.0933962264150945,0,1,1,0,0,4,0.8821034775233249
1,0,0,0,43,1,0,0,1,1,0,1,0,1,91.65,3954.1,0,1,0,0,0,1,0,0,0,1,0,2,0.0231726125761674,2,1,1,4,2.0829545454545455,0,0,1,1,1,4,0.464112250404749
1,1,1,0,37,1,1,0,0,0,0,0,0,1,76.5,2868.15,1,1,0,0,0,1,0,0,0,1,0,2,0.0266629489570081,0,0,0,2,2.013157894736842,0,0,0,1,1,2,0.4774193548387097
1,0,1,1,64,0,0,0,1,0,1,1,1,1,54.6,3423.5,0,0,0,1,1,0,0,0,0,1,0,3,0.0159439334209373,2,2,0,4,0.84,0,2,1,0,1,4,1.1510791366906474
0,0,1,1,3,1,0,1,1,0,0,1,0,0,89.85,248.4,0,1,0,0,0,1,0,0,0,1,0,0,0.3602646351242983,2,1,0,4,22.4625,1,0,1,1,0,4,0.03302146395156852
1,0,0,0,36,0,0,1,0,0,0,0,0,0,31.05,1126.35,0,0,0,1,1,0,0,1,0,0,0,2,0.0275424668470306,1,0,0,1,0.8391891891891892,0,2,1,0,0,1,1.123244929797192
1,0,1,1,10,1,1,1,0,0,0,1,1,1,100.25,1064.65,1,1,0,0,0,1,0,0,0,1,0,0,0.0940740393187256,1,2,1,5,9.113636363636363,1,0,1,1,0,5,0.09876543209876543
1,0,0,0,41,1,0,0,0,0,0,0,0,0,20.65,835.15,0,0,0,1,0,0,1,0,0,0,1,2,0.0246965257429887,0,0,0,1,0.49166666666666664,0,2,0,0,0,1,1.8937644341801387
0,0,1,1,27,1,1,0,1,0,1,0,0,1,85.2,2151.6,0,1,0,0,0,1,0,0,1,0,0,2,0.0395800427390132,2,0,0,4,3.042857142857143,0,0,1,1,0,4,0.31322505800464034
1,0,1,1,56,1,1,0,0,1,0,1,1,1,99.8,5515.45,0,0,1,0,0,1,0,0,1,0,0,3,0.0180913449772951,1,2,1,5,1.750877192982456,0,1,1,0,0,5,0.5555555555555556
1,0,0,0,6,1,0,0,0,0,0,0,0,0,20.7,112.75,0,1,0,0,0,0,1,0,0,0,1,0,0.1819780219780219,0,0,0,1,2.957142857142857,0,0,0,0,0,1,0.2764976958525346
0,0,0,0,3,1,1,0,0,0,0,0,0,1,74.4,229.55,1,1,0,0,0,1,0,0,0,1,0,0,0.3227065712426805,0,0,0,2,18.6,1,0,0,1,1,2,0.03978779840848806
1,0,1,1,7,1,0,1,0,0,0,0,0,0,50.7,350.35,0,1,0,0,1,0,0,0,0,0,1,0,0.1443005550021346,1,0,0,2,6.3375,0,0,1,0,0,2,0.13539651837524178
1,0,1,1,4,1,0,0,0,0,0,0,0,0,20.85,62.9,0,1,0,0,0,0,1,0,0,0,1,0,0.3262910798122066,0,0,0,1,4.17,0,0,0,0,0,1,0.18306636155606407
